bad_homography_shape,case_id,checkerboard,coordinate_mode,difference_mean,elapsed_s,error,inlier_ratio,inliers,match_count,matches,ok,opt_edge_mean,opt_gray_std,padding_filtered_count,poor_spatial_coverage,raw_match_count,registered_preview,registration_reliable,resize_mode,rmse,season,selected_extractor,stem,tier,total_ms,variant
True,spring_tier_3_of_3_ROIs1158_spring_148_p522,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,80.2631,7.49,,0.0896,6,67,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522\letterbox\lightglue_matches.png,True,71.364365,44.768963,0,False,67,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522\letterbox\sar_registered_original.png,False,letterbox,0.6069,spring,aliked,ROIs1158_spring_148_p522,tier_3_of_3,2700.53,square
False,spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\stretch\checkerboard.png,stretched_canvas,81.972,8.59,,0.1224,6,49,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\stretch\lightglue_matches.png,True,71.364365,44.768963,0,False,49,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\stretch\sar_registered.png,False,stretch,0.5614,spring,superpoint,ROIs1158_spring_148_p522,tier_3_of_3,3236.24,aspect_stress
True,spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,67.8903,7.98,,1.0,4,4,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\letterbox\lightglue_matches.png,True,71.364365,44.768963,0,False,4,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\spring_tier_3_of_3_ROIs1158_spring_148_p522_aspect\letterbox\sar_registered_original.png,False,letterbox,0.0,spring,aliked,ROIs1158_spring_148_p522,tier_3_of_3,3277.1,aspect_stress
True,summer_tier_1_of_3_summer_img_temperate_p1914,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\stretch\checkerboard.png,stretched_canvas,63.2988,8.08,,0.0,0,0,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\stretch\lightglue_matches.png,True,14.145569,18.188568,0,True,0,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\stretch\sar_registered.png,False,stretch,,summer,superpoint,summer_img_temperate_p1914,tier_1_of_3,2767.94,square
True,summer_tier_1_of_3_summer_img_temperate_p1914,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\letterbox\checkerboard.png,letterbox_canvas_no_homography,63.2988,7.45,,0.0,0,0,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\letterbox\lightglue_matches.png,True,14.145569,18.188568,0,True,0,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914\letterbox\sar_registered.png,False,letterbox,,summer,superpoint,summer_img_temperate_p1914,tier_1_of_3,2632.91,square
True,summer_tier_1_of_3_summer_img_temperate_p1914_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\stretch\checkerboard.png,stretched_canvas,64.0802,8.04,,0.4211,8,19,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\stretch\lightglue_matches.png,True,14.145569,18.188568,0,True,19,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\stretch\sar_registered.png,False,stretch,1.5323,summer,superpoint,summer_img_temperate_p1914,tier_1_of_3,2741.12,aspect_stress
True,summer_tier_1_of_3_summer_img_temperate_p1914_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\letterbox\checkerboard.png,letterbox_canvas_no_homography,57.6861,7.49,,0.0,0,3,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\letterbox\lightglue_matches.png,True,14.145569,18.188568,0,True,3,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_1_of_3_summer_img_temperate_p1914_aspect\letterbox\sar_registered.png,False,letterbox,,summer,aliked,summer_img_temperate_p1914,tier_1_of_3,2660.45,aspect_stress
True,summer_tier_2_of_3_ROIs1868_summer_57_p884,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\stretch\checkerboard.png,stretched_canvas,60.2913,7.43,,0.2444,11,45,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\stretch\lightglue_matches.png,True,26.243027,37.953582,0,False,45,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\stretch\sar_registered.png,False,stretch,1.5848,summer,superpoint,ROIs1868_summer_57_p884,tier_2_of_3,2670.52,square
True,summer_tier_2_of_3_ROIs1868_summer_57_p884,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,60.2435,8.1,,0.2444,11,45,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\letterbox\lightglue_matches.png,True,26.243027,37.953582,0,False,45,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884\letterbox\sar_registered_original.png,False,letterbox,1.5848,summer,superpoint,ROIs1868_summer_57_p884,tier_2_of_3,2779.72,square
False,summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\stretch\checkerboard.png,stretched_canvas,53.2379,7.47,,0.3333,10,30,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\stretch\lightglue_matches.png,True,26.243027,37.953582,0,False,30,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\stretch\sar_registered.png,True,stretch,1.3216,summer,aliked,ROIs1868_summer_57_p884,tier_2_of_3,2690.66,aspect_stress
False,summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,52.8862,8.13,,0.3333,7,21,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\letterbox\lightglue_matches.png,True,26.243027,37.953582,0,False,21,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_2_of_3_ROIs1868_summer_57_p884_aspect\letterbox\sar_registered_original.png,False,letterbox,1.3939,summer,superpoint,ROIs1868_summer_57_p884,tier_2_of_3,2722.42,aspect_stress
False,summer_tier_3_of_3_ROIs1868_summer_41_p174,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\stretch\checkerboard.png,stretched_canvas,63.4164,8.09,,0.5719,167,292,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\stretch\lightglue_matches.png,True,65.15448,68.709016,0,False,292,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\stretch\sar_registered.png,True,stretch,1.8754,summer,superpoint,ROIs1868_summer_41_p174,tier_3_of_3,2792.25,square
False,summer_tier_3_of_3_ROIs1868_summer_41_p174,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,63.2583,8.07,,0.5719,167,292,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\letterbox\lightglue_matches.png,True,65.15448,68.709016,0,False,292,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174\letterbox\sar_registered_original.png,True,letterbox,1.8754,summer,superpoint,ROIs1868_summer_41_p174,tier_3_of_3,2743.97,square
False,summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\stretch\checkerboard.png,stretched_canvas,63.6256,8.03,,0.1724,15,87,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\stretch\lightglue_matches.png,True,65.15448,68.709016,0,False,87,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\stretch\sar_registered.png,False,stretch,1.8384,summer,aliked,ROIs1868_summer_41_p174,tier_3_of_3,3238.87,aspect_stress
False,summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\letterbox\checkerboard_original.png,letterbox_with_original_backprojection,66.0627,8.6,,0.3095,13,42,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\letterbox\lightglue_matches.png,True,65.15448,68.709016,0,False,42,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\summer_tier_3_of_3_ROIs1868_summer_41_p174_aspect\letterbox\sar_registered_original.png,True,letterbox,1.7201,summer,superpoint,ROIs1868_summer_41_p174,tier_3_of_3,3275.73,aspect_stress
True,winter_tier_1_of_3_ROIs2017_winter_9_p18,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\winter_tier_1_of_3_ROIs2017_winter_9_p18\stretch\checkerboard.png,stretched_canvas,31.3171,8.05,,0.5,5,10,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\winter_tier_1_of_3_ROIs2017_winter_9_p18\stretch\lightglue_matches.png,True,14.393478,19.398716,0,False,10,C:\Users\86158\Desktop\codxRoot\workspace\letterbox_real_pairs_20260428\winter_tier_1_of_3_ROIs2017_winter_9_p18\stretch\sar_registered.png,False,stretch,1.0773,winter,superpoint,ROIs2017_winter_9_p18,tier_1_of_3,3236.79,square
