phase,sample_index,season,stem,sar_path,opt_path,steps,max_keypoints,extractor,extractor_policy,extractors,match_preprocess,matcher_strategy,selected_extractor,worker_success,registration_reliable,match_count,inliers,inlier_ratio,rmse,mean_score,difference_mean,dx,dy,reliability_reasons,poor_spatial_coverage,bad_homography_shape,cascade_rescued,matcher_candidates_json,generation_ms,registration_ms,total_ms,error,result_dir,reused
coarse,30,summer,ROIs1868_summer_128_p934,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p934.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p934.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,35,6,0.1714,0.9494,0.319955,103.3322,41.8681,183.0429,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 504.46, ""error"": """", ""match_count"": 36, ""inliers"": 6, ""inlier_ratio"": 0.1667, ""rmse"": 0.927, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 468.72, ""error"": """", ""match_count"": 35, ""inliers"": 6, ""inlier_ratio"": 0.1714, ""rmse"": 0.9494, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2396.55,1151.12,3554.83,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0030_ROIs1868_summer_128_p934,False
coarse,31,winter,ROIs2017_winter_112_p60,E:\Data\winter\s1_112\ROIs2017_winter_s1_112_p60.png,E:\Data\winter\s2_112\ROIs2017_winter_s2_112_p60.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,85,18,0.2118,1.8805,0.31129,48.1745,47.0553,42.5166,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 517.1, ""error"": """", ""match_count"": 85, ""inliers"": 18, ""inlier_ratio"": 0.2118, ""rmse"": 1.8805, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 476.03, ""error"": """", ""match_count"": 80, ""inliers"": 8, ""inlier_ratio"": 0.1, ""rmse"": 1.3912, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2242.12,1165.91,3415.07,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0031_ROIs2017_winter_112_p60,False
coarse,32,fall,ROIs1970_fall_29_p868,E:\Data\fall\s1_29\ROIs1970_fall_s1_29_p868.png,E:\Data\fall\s2_29\ROIs1970_fall_s2_29_p868.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,145,27,0.1862,1.6697,0.302062,68.7762,5.6102,-1.3078,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 513.36, ""error"": """", ""match_count"": 99, ""inliers"": 23, ""inlier_ratio"": 0.2323, ""rmse"": 1.5128, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 488.16, ""error"": """", ""match_count"": 145, ""inliers"": 27, ""inlier_ratio"": 0.1862, ""rmse"": 1.6697, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2298.73,1179.94,3485.92,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0032_ROIs1970_fall_29_p868,False
coarse,33,spring,ROIs1158_spring_137_p652,E:\Data\spring\s1_137\ROIs1158_spring_s1_137_p652.png,E:\Data\spring\s2_137\ROIs1158_spring_s2_137_p652.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,254,16,0.063,1.8503,0.242487,55.7177,40.7097,-117.4449,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 508.22, ""error"": """", ""match_count"": 254, ""inliers"": 16, ""inlier_ratio"": 0.063, ""rmse"": 1.8503, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 489.98, ""error"": """", ""match_count"": 53, ""inliers"": 9, ""inlier_ratio"": 0.1698, ""rmse"": 1.4607, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2289.69,1180.71,3477.78,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0033_ROIs1158_spring_137_p652,False
coarse,34,summer,ROIs1868_summer_32_p922,E:\Data\summer\s1_32\ROIs1868_summer_s1_32_p922.png,E:\Data\summer\s2_32\ROIs1868_summer_s2_32_p922.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,73,9,0.1233,1.3912,0.311926,53.1043,31.0762,3.1238,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 515.9, ""error"": """", ""match_count"": 134, ""inliers"": 7, ""inlier_ratio"": 0.0522, ""rmse"": 0.8634, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 468.43, ""error"": """", ""match_count"": 73, ""inliers"": 9, ""inlier_ratio"": 0.1233, ""rmse"": 1.3912, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2284.28,1165.4,3457.07,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0034_ROIs1868_summer_32_p922,False
coarse,35,winter,ROIs2017_winter_19_p550,E:\Data\winter\s1_19\ROIs2017_winter_s1_19_p550.png,E:\Data\winter\s2_19\ROIs2017_winter_s2_19_p550.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,72,14,0.1944,1.5486,0.23905,40.0112,49.3955,24.4666,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 520.74, ""error"": """", ""match_count"": 67, ""inliers"": 13, ""inlier_ratio"": 0.194, ""rmse"": 1.6083, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 485.03, ""error"": """", ""match_count"": 72, ""inliers"": 14, ""inlier_ratio"": 0.1944, ""rmse"": 1.5486, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2287.44,1158.37,3452.65,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0035_ROIs2017_winter_19_p550,False
coarse,36,fall,ROIs1970_fall_143_p1286,E:\Data\fall\s1_143\ROIs1970_fall_s1_143_p1286.png,E:\Data\fall\s2_143\ROIs1970_fall_s2_143_p1286.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,99,21,0.2121,1.4568,0.260538,64.6712,-25.0429,5.31,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 527.93, ""error"": """", ""match_count"": 99, ""inliers"": 21, ""inlier_ratio"": 0.2121, ""rmse"": 1.4568, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 473.83, ""error"": """", ""match_count"": 52, ""inliers"": 9, ""inlier_ratio"": 0.1731, ""rmse"": 1.5124, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2282.12,1182.32,3471.8,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0036_ROIs1970_fall_143_p1286,False
coarse,37,spring,ROIs1158_spring_27_p756,E:\Data\spring\s1_27\ROIs1158_spring_s1_27_p756.png,E:\Data\spring\s2_27\ROIs1158_spring_s2_27_p756.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,492,291,0.5915,1.8343,0.29574,81.7507,0.9718,0.4911,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 536.95, ""error"": """", ""match_count"": 492, ""inliers"": 291, ""inlier_ratio"": 0.5915, ""rmse"": 1.8343, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 507.49, ""error"": """", ""match_count"": 300, ""inliers"": 117, ""inlier_ratio"": 0.39, ""rmse"": 1.8725, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2291.85,1214.88,3513.77,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0037_ROIs1158_spring_27_p756,False
coarse,38,summer,ROIs1868_summer_20_p1016,E:\Data\summer\s1_20\ROIs1868_summer_s1_20_p1016.png,E:\Data\summer\s2_20\ROIs1868_summer_s2_20_p1016.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,72,7,0.0972,1.0618,0.322136,61.1057,-1795.4634,-1654.612,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 512.07, ""error"": """", ""match_count"": 67, ""inliers"": 6, ""inlier_ratio"": 0.0896, ""rmse"": 0.5443, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 492.36, ""error"": """", ""match_count"": 72, ""inliers"": 7, ""inlier_ratio"": 0.0972, ""rmse"": 1.0618, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2279.78,1184.17,3471.66,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0038_ROIs1868_summer_20_p1016,False
coarse,39,winter,ROIs2017_winter_33_p1737,E:\Data\winter\s1_33\ROIs2017_winter_s1_33_p1737.png,E:\Data\winter\s2_33\ROIs2017_winter_s2_33_p1737.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,176,63,0.358,1.877,0.262815,140.7426,0.422,-0.6043,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 541.4, ""error"": """", ""match_count"": 176, ""inliers"": 63, ""inlier_ratio"": 0.358, ""rmse"": 1.877, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 472.96, ""error"": """", ""match_count"": 86, ""inliers"": 19, ""inlier_ratio"": 0.2209, ""rmse"": 1.7904, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2281.02,1185.25,3474.06,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0039_ROIs2017_winter_33_p1737,False
coarse,40,fall,ROIs1970_fall_37_p971,E:\Data\fall\s1_37\ROIs1970_fall_s1_37_p971.png,E:\Data\fall\s2_37\ROIs1970_fall_s2_37_p971.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,291,203,0.6976,1.7672,0.244862,93.0906,2.5383,4.3398,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 568.57, ""error"": """", ""match_count"": 291, ""inliers"": 203, ""inlier_ratio"": 0.6976, ""rmse"": 1.7672, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 499.2, ""error"": """", ""match_count"": 168, ""inliers"": 41, ""inlier_ratio"": 0.244, ""rmse"": 1.8561, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2268.35,1233.44,3508.55,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0040_ROIs1970_fall_37_p971,False
coarse,41,spring,ROIs1158_spring_78_p520,E:\Data\spring\s1_78\ROIs1158_spring_s1_78_p520.png,E:\Data\spring\s2_78\ROIs1158_spring_s2_78_p520.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,102,11,0.1078,1.3715,0.203439,59.2838,23.8196,14.6683,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 512.81, ""error"": """", ""match_count"": 102, ""inliers"": 11, ""inlier_ratio"": 0.1078, ""rmse"": 1.3715, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 475.75, ""error"": """", ""match_count"": 40, ""inliers"": 5, ""inlier_ratio"": 0.125, ""rmse"": 0.2337, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2286.26,1171.28,3464.93,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0041_ROIs1158_spring_78_p520,False
coarse,42,summer,ROIs1868_summer_136_p1003,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p1003.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p1003.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,105,12,0.1143,1.4046,0.308677,80.1317,-14.2097,9.9787,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 508.29, ""error"": """", ""match_count"": 51, ""inliers"": 8, ""inlier_ratio"": 0.1569, ""rmse"": 1.2796, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 487.52, ""error"": """", ""match_count"": 105, ""inliers"": 12, ""inlier_ratio"": 0.1143, ""rmse"": 1.4046, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2275.4,1177.86,3460.47,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0042_ROIs1868_summer_136_p1003,False
coarse,43,winter,ROIs2017_winter_117_p23,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p23.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p23.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,584,423,0.7243,1.7626,0.280629,54.206,-2.9887,-0.9084,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 552.15, ""error"": """", ""match_count"": 584, ""inliers"": 423, ""inlier_ratio"": 0.7243, ""rmse"": 1.7626, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 491.16, ""error"": """", ""match_count"": 367, ""inliers"": 222, ""inlier_ratio"": 0.6049, ""rmse"": 1.8753, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2252.64,1215.15,3475.08,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0043_ROIs2017_winter_117_p23,False
coarse,44,fall,ROIs1970_fall_114_p580,E:\Data\fall\s1_114\ROIs1970_fall_s1_114_p580.png,E:\Data\fall\s2_114\ROIs1970_fall_s2_114_p580.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,488,379,0.7766,1.7461,0.265331,48.9108,-0.7523,0.1292,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 547.96, ""error"": """", ""match_count"": 488, ""inliers"": 379, ""inlier_ratio"": 0.7766, ""rmse"": 1.7461, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 525.18, ""error"": """", ""match_count"": 482, ""inliers"": 319, ""inlier_ratio"": 0.6618, ""rmse"": 1.8354, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2276.22,1252.0,3535.09,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0044_ROIs1970_fall_114_p580,False
coarse,45,spring,ROIs1158_spring_115_p718,E:\Data\spring\s1_115\ROIs1158_spring_s1_115_p718.png,E:\Data\spring\s2_115\ROIs1158_spring_s2_115_p718.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,True,345,116,0.3362,1.895,0.314667,58.3453,1.1109,0.806,,False,False,True,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 549.43, ""error"": """", ""match_count"": 117, ""inliers"": 36, ""inlier_ratio"": 0.3077, ""rmse"": 1.9866, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 528.65, ""error"": """", ""match_count"": 345, ""inliers"": 116, ""inlier_ratio"": 0.3362, ""rmse"": 1.895, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2291.53,1269.81,3568.42,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0045_ROIs1158_spring_115_p718,False
coarse,46,summer,ROIs1868_summer_142_p561,E:\Data\summer\s1_142\ROIs1868_summer_s1_142_p561.png,E:\Data\summer\s2_142\ROIs1868_summer_s2_142_p561.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,True,641,488,0.7613,1.737,0.39678,62.493,1.8636,1.0513,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 560.45, ""error"": """", ""match_count"": 641, ""inliers"": 488, ""inlier_ratio"": 0.7613, ""rmse"": 1.737, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 534.07, ""error"": """", ""match_count"": 490, ""inliers"": 323, ""inlier_ratio"": 0.6592, ""rmse"": 1.8764, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2288.82,1286.76,3582.88,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0046_ROIs1868_summer_142_p561,False
coarse,47,winter,ROIs2017_winter_107_p328,E:\Data\winter\s1_107\ROIs2017_winter_s1_107_p328.png,E:\Data\winter\s2_107\ROIs2017_winter_s2_107_p328.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,150,20,0.1333,2.1365,0.237051,95.3944,1.0145,4.9336,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 518.96, ""error"": """", ""match_count"": 150, ""inliers"": 20, ""inlier_ratio"": 0.1333, ""rmse"": 2.1365, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 498.43, ""error"": """", ""match_count"": 130, ""inliers"": 18, ""inlier_ratio"": 0.1385, ""rmse"": 1.8682, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2282.84,1209.94,3500.28,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0047_ROIs2017_winter_107_p328,False
coarse,48,fall,ROIs1970_fall_38_p321,E:\Data\fall\s1_38\ROIs1970_fall_s1_38_p321.png,E:\Data\fall\s2_38\ROIs1970_fall_s2_38_p321.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,38,7,0.1842,0.7998,0.208923,134.8432,-94.3888,28.407,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 523.21, ""error"": """", ""match_count"": 54, ""inliers"": 7, ""inlier_ratio"": 0.1296, ""rmse"": 0.8012, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}, {""extractor"": ""aliked"", ""elapsed_ms"": 513.1, ""error"": """", ""match_count"": 38, ""inliers"": 7, ""inlier_ratio"": 0.1842, ""rmse"": 0.7998, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2329.53,1219.49,3556.71,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0048_ROIs1970_fall_38_p321,False
coarse,49,spring,ROIs1158_spring_111_p210,E:\Data\spring\s1_111\ROIs1158_spring_s1_111_p210.png,E:\Data\spring\s2_111\ROIs1158_spring_s2_111_p210.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,aliked,True,False,116,17,0.1466,1.91,0.306793,60.1569,-1.9247,16.3316,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 542.56, ""error"": """", ""match_count"": 84, ""inliers"": 13, ""inlier_ratio"": 0.1548, ""rmse"": 1.4966, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 507.63, ""error"": """", ""match_count"": 116, ""inliers"": 17, ""inlier_ratio"": 0.1466, ""rmse"": 1.91, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2269.81,1239.05,3516.04,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0049_ROIs1158_spring_111_p210,False
coarse,50,summer,ROIs1868_summer_49_p21,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p21.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p21.png,8,2048,superpoint+aliked,cascade,superpoint+aliked,structure,cascade-superpoint+aliked-structure,superpoint,True,False,75,8,0.1067,1.2495,0.207864,47.8397,34.4509,-190.1056,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 508.94, ""error"": """", ""match_count"": 75, ""inliers"": 8, ""inlier_ratio"": 0.1067, ""rmse"": 1.2495, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}, {""extractor"": ""aliked"", ""elapsed_ms"": 478.05, ""error"": """", ""match_count"": 35, ""inliers"": 5, ""inlier_ratio"": 0.1429, ""rmse"": 0.3476, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2289.36,1172.86,3469.33,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_cascade-superpoint_aliked-structure_steps_8_keypoints_2048\0050_ROIs1868_summer_49_p21,False
