phase,sample_index,season,stem,sar_path,opt_path,steps,max_keypoints,extractor,extractor_policy,extractors,match_preprocess,matcher_strategy,selected_extractor,worker_success,registration_reliable,match_count,inliers,inlier_ratio,rmse,mean_score,difference_mean,dx,dy,reliability_reasons,poor_spatial_coverage,bad_homography_shape,cascade_rescued,matcher_candidates_json,generation_ms,registration_ms,total_ms,error,result_dir,reused
coarse,78,summer,ROIs1868_summer_142_p396,E:\Data\summer\s1_142\ROIs1868_summer_s1_142_p396.png,E:\Data\summer\s2_142\ROIs1868_summer_s2_142_p396.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,88,7,0.0795,0.5552,0.203838,51.9129,107.5477,-31.5984,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 373.88, ""error"": """", ""match_count"": 88, ""inliers"": 7, ""inlier_ratio"": 0.0795, ""rmse"": 0.5552, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1612.95,464.55,2082.86,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0078_ROIs1868_summer_142_p396,False
coarse,79,winter,ROIs2017_winter_130_p28,E:\Data\winter\s1_130\ROIs2017_winter_s1_130_p28.png,E:\Data\winter\s2_130\ROIs2017_winter_s2_130_p28.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,57,11,0.193,0.5689,0.225373,114.6093,343.2742,375.7499,inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 393.61, ""error"": """", ""match_count"": 57, ""inliers"": 11, ""inlier_ratio"": 0.193, ""rmse"": 0.5689, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1653.23,486.82,2145.8,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0079_ROIs2017_winter_130_p28,False
coarse,80,fall,ROIs1970_fall_73_p974,E:\Data\fall\s1_73\ROIs1970_fall_s1_73_p974.png,E:\Data\fall\s2_73\ROIs1970_fall_s2_73_p974.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,36,6,0.1667,0.8474,0.208016,65.3526,48.1032,-3.4473,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 396.89, ""error"": """", ""match_count"": 36, ""inliers"": 6, ""inlier_ratio"": 0.1667, ""rmse"": 0.8474, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1648.08,488.14,2141.72,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0080_ROIs1970_fall_73_p974,False
coarse,81,spring,ROIs1158_spring_2_p374,E:\Data\spring\s1_2\ROIs1158_spring_s1_2_p374.png,E:\Data\spring\s2_2\ROIs1158_spring_s2_2_p374.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,46,6,0.1304,0.7071,0.173387,80.7536,125.699,102.3346,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 387.16, ""error"": """", ""match_count"": 46, ""inliers"": 6, ""inlier_ratio"": 0.1304, ""rmse"": 0.7071, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1611.67,477.32,2094.5,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0081_ROIs1158_spring_2_p374,False
coarse,82,summer,ROIs1868_summer_49_p529,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p529.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p529.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,26,9,0.3462,1.7967,0.197137,50.2563,71.9438,-29.6806,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 407.16, ""error"": """", ""match_count"": 26, ""inliers"": 9, ""inlier_ratio"": 0.3462, ""rmse"": 1.7967, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1622.09,496.35,2124.11,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0082_ROIs1868_summer_49_p529,False
coarse,83,winter,ROIs2017_winter_117_p334,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p334.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p334.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,294,183,0.6224,1.7397,0.303884,81.2303,-2.9501,-1.3825,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 424.71, ""error"": """", ""match_count"": 294, ""inliers"": 183, ""inlier_ratio"": 0.6224, ""rmse"": 1.7397, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1644.04,512.22,2162.3,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0083_ROIs2017_winter_117_p334,False
coarse,84,fall,ROIs1970_fall_72_p415,E:\Data\fall\s1_72\ROIs1970_fall_s1_72_p415.png,E:\Data\fall\s2_72\ROIs1970_fall_s2_72_p415.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,28,6,0.2143,0.757,0.220252,66.5099,-42.3716,-37.5018,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 382.65, ""error"": """", ""match_count"": 28, ""inliers"": 6, ""inlier_ratio"": 0.2143, ""rmse"": 0.757, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1660.69,474.27,2140.28,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0084_ROIs1970_fall_72_p415,False
coarse,85,spring,ROIs1158_spring_53_p1286,E:\Data\spring\s1_53\ROIs1158_spring_s1_53_p1286.png,E:\Data\spring\s2_53\ROIs1158_spring_s2_53_p1286.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,72,11,0.1528,1.4726,0.199422,57.2634,-21.0262,-13.3871,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 391.39, ""error"": """", ""match_count"": 72, ""inliers"": 11, ""inlier_ratio"": 0.1528, ""rmse"": 1.4726, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1633.32,479.67,2118.89,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0085_ROIs1158_spring_53_p1286,False
coarse,86,summer,ROIs1868_summer_148_p252,E:\Data\summer\s1_148\ROIs1868_summer_s1_148_p252.png,E:\Data\summer\s2_148\ROIs1868_summer_s2_148_p252.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,640,438,0.6844,1.8228,0.376401,62.416,-1.409,-0.2309,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 424.36, ""error"": """", ""match_count"": 640, ""inliers"": 438, ""inlier_ratio"": 0.6844, ""rmse"": 1.8228, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1633.42,517.26,2155.79,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0086_ROIs1868_summer_148_p252,False
coarse,87,winter,ROIs2017_winter_58_p665,E:\Data\winter\s1_58\ROIs2017_winter_s1_58_p665.png,E:\Data\winter\s2_58\ROIs2017_winter_s2_58_p665.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,66,7,0.1061,0.7658,0.234887,41.9772,49.2668,-6.3779,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 391.22, ""error"": """", ""match_count"": 66, ""inliers"": 7, ""inlier_ratio"": 0.1061, ""rmse"": 0.7658, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1639.52,481.68,2126.95,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0087_ROIs2017_winter_58_p665,False
coarse,88,fall,ROIs1970_fall_36_p894,E:\Data\fall\s1_36\ROIs1970_fall_s1_36_p894.png,E:\Data\fall\s2_36\ROIs1970_fall_s2_36_p894.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,159,85,0.5346,1.9128,0.238018,119.9257,-13.7435,-13.3271,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 418.37, ""error"": """", ""match_count"": 159, ""inliers"": 85, ""inlier_ratio"": 0.5346, ""rmse"": 1.9128, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1622.31,509.47,2137.43,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0088_ROIs1970_fall_36_p894,False
coarse,89,spring,ROIs1158_spring_50_p768,E:\Data\spring\s1_50\ROIs1158_spring_s1_50_p768.png,E:\Data\spring\s2_50\ROIs1158_spring_s2_50_p768.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,277,95,0.343,1.9074,0.267712,62.9475,15.6557,11.1366,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 447.65, ""error"": """", ""match_count"": 277, ""inliers"": 95, ""inlier_ratio"": 0.343, ""rmse"": 1.9074, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1689.67,549.36,2245.24,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0089_ROIs1158_spring_50_p768,False
coarse,90,summer,ROIs1868_summer_119_p601,E:\Data\summer\s1_119\ROIs1868_summer_s1_119_p601.png,E:\Data\summer\s2_119\ROIs1868_summer_s2_119_p601.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,63,7,0.1111,0.9284,0.200777,47.1867,68.8555,-2.5617,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 384.88, ""error"": """", ""match_count"": 63, ""inliers"": 7, ""inlier_ratio"": 0.1111, ""rmse"": 0.9284, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1695.61,477.88,2179.64,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0090_ROIs1868_summer_119_p601,False
coarse,91,winter,ROIs2017_winter_8_p923,E:\Data\winter\s1_8\ROIs2017_winter_s1_8_p923.png,E:\Data\winter\s2_8\ROIs2017_winter_s2_8_p923.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,229,111,0.4847,1.8637,0.237075,70.2287,-3.4,-1.5394,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 423.68, ""error"": """", ""match_count"": 229, ""inliers"": 111, ""inlier_ratio"": 0.4847, ""rmse"": 1.8637, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1644.4,511.96,2162.58,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0091_ROIs2017_winter_8_p923,False
coarse,92,fall,ROIs1970_fall_51_p961,E:\Data\fall\s1_51\ROIs1970_fall_s1_51_p961.png,E:\Data\fall\s2_51\ROIs1970_fall_s2_51_p961.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,85,7,0.0824,1.0728,0.20614,51.7432,19.4606,39.8838,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 390.08, ""error"": """", ""match_count"": 85, ""inliers"": 7, ""inlier_ratio"": 0.0824, ""rmse"": 1.0728, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1632.4,480.43,2118.3,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0092_ROIs1970_fall_51_p961,False
coarse,93,spring,ROIs1158_spring_109_p195,E:\Data\spring\s1_109\ROIs1158_spring_s1_109_p195.png,E:\Data\spring\s2_109\ROIs1158_spring_s2_109_p195.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,51,8,0.1569,1.1161,0.196338,99.5998,58.771,54.8696,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 391.55, ""error"": """", ""match_count"": 51, ""inliers"": 8, ""inlier_ratio"": 0.1569, ""rmse"": 1.1161, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1635.78,483.82,2124.95,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0093_ROIs1158_spring_109_p195,False
coarse,94,summer,ROIs1868_summer_10_p835,E:\Data\summer\s1_10\ROIs1868_summer_s1_10_p835.png,E:\Data\summer\s2_10\ROIs1868_summer_s2_10_p835.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,3,0,0.0,,0.154711,68.2592,,,inliers < 8;inlier_ratio < 0.25;rmse unavailable;poor_spatial_coverage;bad_homography_shape,True,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 396.14, ""error"": """", ""match_count"": 3, ""inliers"": 0, ""inlier_ratio"": 0.0, ""rmse"": null, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""rmse unavailable"", ""poor_spatial_coverage"", ""bad_homography_shape""], ""poor_spatial_coverage"": true, ""bad_homography_shape"": true}]",1618.29,480.54,2104.64,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0094_ROIs1868_summer_10_p835,False
coarse,95,winter,ROIs2017_winter_112_p628,E:\Data\winter\s1_112\ROIs2017_winter_s1_112_p628.png,E:\Data\winter\s2_112\ROIs2017_winter_s2_112_p628.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,22,6,0.2727,0.8176,0.255391,27.5774,255.4402,173.6153,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 396.64, ""error"": """", ""match_count"": 22, ""inliers"": 6, ""inlier_ratio"": 0.2727, ""rmse"": 0.8176, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",1625.91,496.38,2128.23,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0095_ROIs2017_winter_112_p628,False
coarse,96,fall,ROIs1970_fall_102_p788,E:\Data\fall\s1_102\ROIs1970_fall_s1_102_p788.png,E:\Data\fall\s2_102\ROIs1970_fall_s2_102_p788.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,47,10,0.2128,0.9388,0.245275,53.7078,40.3787,-45.8285,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 422.83, ""error"": """", ""match_count"": 47, ""inliers"": 10, ""inlier_ratio"": 0.2128, ""rmse"": 0.9388, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1709.04,523.02,2238.16,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0096_ROIs1970_fall_102_p788,False
coarse,97,spring,ROIs1158_spring_14_p936,E:\Data\spring\s1_14\ROIs1158_spring_s1_14_p936.png,E:\Data\spring\s2_14\ROIs1158_spring_s2_14_p936.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,True,91,31,0.3407,1.8475,0.222767,122.8415,-21.1312,-25.2302,,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 409.07, ""error"": """", ""match_count"": 91, ""inliers"": 31, ""inlier_ratio"": 0.3407, ""rmse"": 1.8475, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",1663.6,499.69,2169.58,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0097_ROIs1158_spring_14_p936,False
coarse,98,summer,ROIs1868_summer_39_p789,E:\Data\summer\s1_39\ROIs1868_summer_s1_39_p789.png,E:\Data\summer\s2_39\ROIs1868_summer_s2_39_p789.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,137,31,0.2263,1.9381,0.232402,82.8699,2.8577,11.9319,inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 552.26, ""error"": """", ""match_count"": 137, ""inliers"": 31, ""inlier_ratio"": 0.2263, ""rmse"": 1.9381, ""registration_reliable"": false, ""reliability_reasons"": [""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2389.45,701.75,3099.17,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0098_ROIs1868_summer_39_p789,False
coarse,99,winter,ROIs2017_winter_102_p925,E:\Data\winter\s1_102\ROIs2017_winter_s1_102_p925.png,E:\Data\winter\s2_102\ROIs2017_winter_s2_102_p925.png,8,2048,superpoint,single,superpoint,rgb,single-superpoint-rgb,superpoint,True,False,48,20,0.4167,1.512,0.189823,56.3583,-9537.2124,-2797.5324,bad_homography_shape,False,True,False,"[{""extractor"": ""superpoint"", ""elapsed_ms"": 531.41, ""error"": """", ""match_count"": 48, ""inliers"": 20, ""inlier_ratio"": 0.4167, ""rmse"": 1.512, ""registration_reliable"": false, ""reliability_reasons"": [""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2320.62,679.83,3008.06,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-superpoint-rgb_steps_8_keypoints_2048\0099_ROIs2017_winter_102_p925,False
coarse,0,fall,ROIs1970_fall_114_p932,E:\Data\fall\s1_114\ROIs1970_fall_s1_114_p932.png,E:\Data\fall\s2_114\ROIs1970_fall_s2_114_p932.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,False,18,5,0.2778,0.3264,0.333689,30.5458,89.5748,36.0525,inliers < 8;bad_homography_shape,False,True,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 690.92, ""error"": """", ""match_count"": 18, ""inliers"": 5, ""inlier_ratio"": 0.2778, ""rmse"": 0.3264, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2395.96,840.59,3243.8,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0000_ROIs1970_fall_114_p932,False
coarse,1,spring,ROIs1158_spring_79_p103,E:\Data\spring\s1_79\ROIs1158_spring_s1_79_p103.png,E:\Data\spring\s2_79\ROIs1158_spring_s2_79_p103.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,False,29,5,0.1724,0.3099,0.22512,97.1628,33.1804,13.5679,inliers < 8;inlier_ratio < 0.25,False,False,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 746.61, ""error"": """", ""match_count"": 29, ""inliers"": 5, ""inlier_ratio"": 0.1724, ""rmse"": 0.3099, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2366.99,881.89,3257.19,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0001_ROIs1158_spring_79_p103,False
coarse,2,summer,summer_img_temperate_p4776,E:\Data\summer\s1_160\summer_img_temperate_p4776.png,E:\Data\summer\s2_160\summer_img_temperate_p4776.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,False,0,0,0.0,,0.0,45.2956,,,inliers < 8;inlier_ratio < 0.25;rmse unavailable;poor_spatial_coverage;bad_homography_shape,True,True,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 733.82, ""error"": """", ""match_count"": 0, ""inliers"": 0, ""inlier_ratio"": 0.0, ""rmse"": null, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""rmse unavailable"", ""poor_spatial_coverage"", ""bad_homography_shape""], ""poor_spatial_coverage"": true, ""bad_homography_shape"": true}]",2588.33,871.99,3466.93,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0002_summer_img_temperate_p4776,False
coarse,3,winter,ROIs2017_winter_97_p18,E:\Data\winter\s1_97\ROIs2017_winter_s1_97_p18.png,E:\Data\winter\s2_97\ROIs2017_winter_s2_97_p18.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,False,28,7,0.25,1.4636,0.356637,109.2686,377.6935,318.5653,inliers < 8,False,False,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 711.21, ""error"": """", ""match_count"": 28, ""inliers"": 7, ""inlier_ratio"": 0.25, ""rmse"": 1.4636, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2422.68,863.52,3293.53,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0003_ROIs2017_winter_97_p18,False
coarse,4,fall,ROIs1970_fall_35_p527,E:\Data\fall\s1_35\ROIs1970_fall_s1_35_p527.png,E:\Data\fall\s2_35\ROIs1970_fall_s2_35_p527.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,False,32,7,0.2188,1.186,0.244495,101.2492,125.171,65.3571,inliers < 8;inlier_ratio < 0.25;bad_homography_shape,False,True,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 685.25, ""error"": """", ""match_count"": 32, ""inliers"": 7, ""inlier_ratio"": 0.2188, ""rmse"": 1.186, ""registration_reliable"": false, ""reliability_reasons"": [""inliers < 8"", ""inlier_ratio < 0.25"", ""bad_homography_shape""], ""poor_spatial_coverage"": false, ""bad_homography_shape"": true}]",2360.16,847.44,3214.62,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0004_ROIs1970_fall_35_p527,False
coarse,5,spring,ROIs1158_spring_63_p750,E:\Data\spring\s1_63\ROIs1158_spring_s1_63_p750.png,E:\Data\spring\s2_63\ROIs1158_spring_s2_63_p750.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,True,59,21,0.3559,1.7391,0.321663,74.1806,7.5253,9.7849,,False,False,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 667.16, ""error"": """", ""match_count"": 59, ""inliers"": 21, ""inlier_ratio"": 0.3559, ""rmse"": 1.7391, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2376.31,821.54,3204.91,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0005_ROIs1158_spring_63_p750,False
coarse,6,summer,ROIs1868_summer_47_p745,E:\Data\summer\s1_47\ROIs1868_summer_s1_47_p745.png,E:\Data\summer\s2_47\ROIs1868_summer_s2_47_p745.png,8,2048,aliked,single,aliked,rgb,single-aliked-rgb,aliked,True,True,47,16,0.3404,1.542,0.252125,83.9928,-61.0725,-36.1393,,False,False,False,"[{""extractor"": ""aliked"", ""elapsed_ms"": 680.63, ""error"": """", ""match_count"": 47, ""inliers"": 16, ""inlier_ratio"": 0.3404, ""rmse"": 1.542, ""registration_reliable"": true, ""reliability_reasons"": [], ""poor_spatial_coverage"": false, ""bad_homography_shape"": false}]",2361.38,824.44,3193.13,,C:\Users\86158\Desktop\codxRoot\workspace\diffusion_lightglue_cascade_study_100\runs\coarse\strategy_single-aliked-rgb_steps_8_keypoints_2048\0006_ROIs1868_summer_47_p745,False
